School Name,Rank in America,District,State,School Grade Level,Rating,User Reviews,Overall Niche Grade,School Strength,Student Teacher Ratio,Extracted Date
Eastridge Elementary School,nan,Amarillo Ind School District,TX,"PK, K-5",nan,nan,B-,783,15:1,2019-03-18 22:11:28.928390
Chapel Hill High School,nan,Chapel Hill Ind School District (Tyler),TX,9-12,4.0,79,B-,"1,082",15:1,2019-03-18 22:11:28.928396
Harmony School of Excellence - Austin,nan,Austin,TX,6-12,3.5,39,B-,565,11:1,2019-03-18 22:11:28.928403
Comfort Elementary School,nan,Comfort Ind School District,TX,"PK, K-5",nan,nan,B-,545,13:1,2019-03-18 22:11:28.928410
Salinas Elementary School,nan,Mission Consolidated Ind School District,TX,"PK, K-5",nan,nan,B-,544,17:1,2019-03-18 22:11:28.928418
Bertram Elementary School,nan,Burnet Consolidated Ind School District,TX,"PK, K-5",nan,nan,B-,383,15:1,2019-03-18 22:11:28.928424
Everman Academy High School,nan,Everman Ind School District,TX,10-12,5.0,3,B-,60,11:1,2019-03-18 22:11:28.928444
Fannin Elementary School,nan,San Angelo Ind School District,TX,"PK, K-5",nan,nan,B-,370,15:1,2019-03-18 22:11:28.928450
Ralls High School,nan,Ralls Ind School District,TX,9-12,3.5,41,B-,136,7:1,2019-03-18 22:11:28.928457
Rice High School,nan,Rice Consolidated Ind School District,TX,9-12,3.5,7,B-,357,12:1,2019-03-18 22:11:28.928464
Willow Vista Intermediate School,nan,River Road Ind School District,TX,5-6,nan,nan,B-,191,15:1,2019-03-18 22:11:28.928472
Glenn Elementary Shool,nan,Northside Ind School District (San Antonio),TX,"PK, K-5",nan,nan,B-,636,14:1,2019-03-18 22:11:28.928479
Hamilton Middle School,nan,Houston Ind School District,TX,6-8,3.5,7,B-,"1,274",19:1,2019-03-18 22:11:28.928487
Hawkins High School,nan,Hawkins Ind School District,TX,9-12,3.5,20,B-,220,10:1,2019-03-18 22:11:28.928493
Lucille Nash Intermediate School,nan,Kaufman Ind School District,TX,5-6,nan,nan,B-,567,17:1,2019-03-18 22:11:28.928500
New Boston Middle School,nan,New Boston Ind School District,TX,6-8,nan,nan,B-,314,11:1,2019-03-18 22:11:28.928527
D&aposHanis School,nan,D&aposHanis Ind School District,TX,"PK, K-12",3.5,28,B-,364,11:1,2019-03-18 22:11:28.928535
Alief Taylor High School,nan,Alief Ind School District,TX,9-12,4.0,383,B-,"3,056",17:1,2019-03-18 22:11:28.928543
Brenham High School,nan,Brenham Ind School District,TX,9-12,3.5,157,B-,"1,453",13:1,2019-03-18 22:11:28.928549
International Leadership of Texas Arlington - Grand Prairie High School,nan,International Leadership of Texas (Ilt),TX,9-10,4.0,18,B-,215,12:1,2019-03-18 22:11:28.928556
Highlands Elementary School,nan,Goose Creek Consolidated Ind School District,TX,2-5,nan,nan,B-,736,16:1,2019-03-18 22:11:28.928564
Southwest High School,nan,Fort Worth Ind School District,TX,9-12,3.5,248,B-,"1,288",13:1,2019-03-18 22:11:28.928571
Devine High School,nan,Devine Ind School District,TX,9-12,3.5,148,B-,576,13:1,2019-03-18 22:11:28.928578
Mission Ridge Elementary,nan,Socorro Ind School District,TX,K-5,nan,nan,B-,709,18:1,2019-03-18 22:11:28.928584
Austin Elementary School,nan,San Angelo Ind School District,TX,"PK, K-5",nan,nan,B-,475,15:1,2019-03-18 22:11:28.928591
Howell Middle School,nan,Victoria Ind School District,TX,6-8,nan,nan,B-,864,15:1,2019-03-18 22:11:28.928613
Jackson Intermediate School,nan,Pasadena Ind School District,TX,7-8,nan,nan,B-,713,15:1,2019-03-18 22:11:28.928619
Avery High School,nan,Avery Ind School District,TX,9-12,3.5,65,B-,119,8:1,2019-03-18 22:11:28.928626
Bruni High School,nan,Webb Consolidated Ind School District,TX,9-12,3.5,13,B-,102,8:1,2019-03-18 22:11:28.928632
Lockney High School,nan,Lockney Ind School District,TX,9-12,4.5,8,B-,133,7:1,2019-03-18 22:11:28.928639
Ozona Elementary School,nan,Crockett County Consolidated Central School District,TX,"PK, K-5",nan,nan,B-,446,14:1,2019-03-18 22:11:28.928646
Thomas Tolbert Elementary School,nan,Dallas Ind School District,TX,"PK, K-5",nan,nan,B-,467,15:1,2019-03-18 22:11:28.928668
Metz Elementary School,nan,Austin Ind School District,TX,"PK, K-5",nan,nan,B-,305,12:1,2019-03-18 22:11:28.928674
Higgins School,nan,Higgins Ind School District,TX,"PK, K-12",4.0,1,B-,152,8:1,2019-03-18 22:11:28.928680
KIPP Dream Prep,nan,Houston,TX,"PK, K-4",nan,nan,B-,856,22:1,2019-03-18 22:11:28.928702
Coggin Elementary School,nan,Brownwood Ind School District,TX,nan,nan,nan,B-,264,14:1,2019-03-18 22:11:28.928708
Farine Elementary School,nan,Irving Ind School District,TX,K-5,nan,nan,B-,824,16:1,2019-03-18 22:11:28.928715
Huntington High School,nan,Huntington Ind School District,TX,9-12,3.5,88,B-,557,14:1,2019-03-18 22:11:28.928722
JP Starks Elementary School,nan,Dallas Ind School District,TX,"PK, K-5",nan,nan,B-,324,14:1,2019-03-18 22:11:28.928728
Bishop High School,nan,Bishop Consolidated Ind School District,TX,9-12,4.0,45,B-,403,14:1,2019-03-18 22:11:28.928734
Petrolia Elementary School,nan,Petrolia Consolidated Ind School District,TX,"PK, K-6",nan,nan,B-,304,15:1,2019-03-18 22:11:28.928740
New Diana Middle School,nan,New Diana Ind School District,TX,6-8,nan,nan,B-,249,15:1,2019-03-18 22:11:28.928747
Ridgeview Elementary School,nan,North East Ind School District,TX,"PK, K-5",nan,nan,B-,698,14:1,2019-03-18 22:11:28.928753
Lamar Elementary School,nan,Harlingen Consolidated Ind School District,TX,"PK, K-5",nan,nan,B-,645,15:1,2019-03-18 22:11:28.928759
Westwood Terrace Elementary School,nan,Northside Ind School District (San Antonio),TX,"PK, K-5",5.0,1,B-,616,13:1,2019-03-18 22:11:28.928769
O&aposBrien Middle School,nan,Knox City-O&aposBrien Consolidated Ind School District,TX,5-8,nan,nan,B-,73,8:1,2019-03-18 22:11:28.928776
Waskom Middle School,nan,Waskom Ind School District,TX,5-8,nan,nan,B-,289,12:1,2019-03-18 22:11:28.928782
Egly Elementary School,nan,Brownsville Ind School District,TX,"PK, K-5",nan,nan,B-,857,15:1,2019-03-18 22:11:28.928788
International Leadership of Texas - Arlington Elementary School,nan,International Leadership of Texas (Ilt),TX,K-5,5.0,1,B-,912,16:1,2019-03-18 22:11:28.928794
Perrin High School,nan,Perrin-Whitt Consolidated Ind School District,TX,7-12,4.0,11,B-,167,11:1,2019-03-18 22:11:28.928801
Center Point Middle School,nan,Center Point Ind School District,TX,6-8,nan,nan,B-,131,12:1,2019-03-18 22:11:28.928808
South Elementary School,nan,Breckenridge Ind School District,TX,4-6,nan,nan,B-,356,15:1,2019-03-18 22:11:28.928814
Shamrock High School,nan,Shamrock Ind School District,TX,9-12,3.5,4,B-,101,7:1,2019-03-18 22:11:28.928820
Ore City Middle School,nan,Ore City Ind School District,TX,6-8,nan,nan,B-,201,13:1,2019-03-18 22:11:28.928826
Phoenix School at Southwest Schools,nan,Houston,TX,K-12,5.0,3,B-,193,7:1,2019-03-18 22:11:28.928831
Rule School,nan,Rule Ind School District,TX,"PK, K-12",3.0,1,B-,125,7:1,2019-03-18 22:11:28.928837
Early College Academy,nan,Clint Ind School District,TX,9-12,4.5,9,B-,361,23:1,2019-03-18 22:11:28.928843
Crockett High School,nan,Crockett Ind School District,TX,9-12,3.0,29,B-,290,9:1,2019-03-18 22:11:28.928849
Rowe High School,nan,McAllen Ind School District,TX,9-12,3.5,493,B-,"2,197",15:1,2019-03-18 22:11:28.928855
Little Cypress Junior High School,nan,Little Cypress-Mauriceville Consolidated Ind School District,TX,6-8,3.0,1,B-,496,15:1,2019-03-18 22:11:28.928860
Schulenburg Secondary School,nan,Schulenburg Ind School District,TX,6-12,3.5,27,B-,368,10:1,2019-03-18 22:11:28.928868
Raines High School,nan,Katy Ind School District,TX,9-12,4.5,2,B-,167,8:1,2019-03-18 22:11:28.928877
East Central High School,nan,East Central Ind School District,TX,9-12,4.0,332,B-,"3,038",19:1,2019-03-18 22:11:28.928898
Anthony Elementary School,nan,Anthony Ind School District,TX,"PK, K-5",nan,nan,B-,435,16:1,2019-03-18 22:11:28.928905
Darrouzett Schools,nan,Darrouzett Ind School District,TX,"PK, K-12",nan,nan,B-,113,7:1,2019-03-18 22:11:28.928912
Sanford-Fritch Junior High School,nan,Sanford-Fritch Ind School District,TX,6-8,nan,nan,B-,163,10:1,2019-03-18 22:11:28.928933
Bonnie L Garcia Elementary School,nan,United Ind School District,TX,"PK, K-5",nan,nan,B-,899,17:1,2019-03-18 22:11:28.928966
Northwest Elementary School,nan,Pflugerville Ind School District,TX,"PK, K-5",nan,nan,B-,540,14:1,2019-03-18 22:11:28.928979
Burton High School,nan,Burton Ind School District,TX,7-12,3.5,12,B-,187,9:1,2019-03-18 22:11:28.928986
Edge Middle School,nan,Community Ind School District,TX,6-8,nan,nan,B-,464,14:1,2019-03-18 22:11:28.928993
Harmony Science Academy - Bryan/College Station,nan,Bryan,TX,K-8,3.0,15,B-,397,13:1,2019-03-18 22:11:28.929000
Morales Elementary School,nan,Pasadena Ind School District,TX,"PK, K-4",3.0,1,B-,533,15:1,2019-03-18 22:11:28.929006
Brooke Elementary School,nan,Austin Ind School District,TX,"PK, K-5",nan,nan,B-,254,10:1,2019-03-18 22:11:28.929013
Camelot Elementary School,nan,North East Ind School District,TX,K-5,nan,nan,B-,581,14:1,2019-03-18 22:11:28.929019
Rochelle School,nan,Rochelle Ind School District,TX,"PK, K-12",4.0,1,B-,192,8:1,2019-03-18 22:11:28.929026
Nimitz Middle School,nan,North East Ind School District,TX,6-8,5.0,1,B-,"1,215",15:1,2019-03-18 22:11:28.929032
Pat Reynolds Elementary School,nan,Spring Ind School District,TX,"PK, K-5",1.0,1,B-,778,16:1,2019-03-18 22:11:28.929039
Walter Moses Burton Elementary School,nan,Fort Bend Ind School District,TX,"PK, K-5",nan,nan,B-,445,14:1,2019-03-18 22:11:28.929046
George Gervin Academy,nan,San Antonio,TX,"PK, K-12",5.0,1,B-,"1,239",30:1,2019-03-18 22:11:28.929053
MH Moore Elementary School,nan,Fort Worth Ind School District,TX,"PK, K-5",nan,nan,B-,587,18:1,2019-03-18 22:11:28.929060
Moody High School,nan,Corpus Christi Ind School District,TX,9-12,3.5,218,B-,"1,666",17:1,2019-03-18 22:11:28.929066
Sue Crouch Intermediate School,nan,Crowley Ind School District,TX,5-8,nan,nan,B-,455,17:1,2019-03-18 22:11:28.929073
Preston Hollow Elementary School,nan,Dallas Ind School District,TX,"PK, K-5",5.0,4,B-,453,13:1,2019-03-18 22:11:28.929080
Paredes Middle School,nan,Austin Ind School District,TX,6-8,4.5,4,B-,997,14:1,2019-03-18 22:11:28.929087
Wells Branch Leadership Academy,nan,Austin,TX,"PK, K-10",1.0,1,B-,943,15:1,2019-03-18 22:11:28.929093
Oak Forest Elementary School,nan,Vidor Ind School District,TX,"PK, K-4",nan,nan,B-,772,15:1,2019-03-18 22:11:28.929119
George Junior High School,nan,Lamar Consolidated Ind School District,TX,7-8,3.0,1,B-,"1,059",17:1,2019-03-18 22:11:28.929129
Venus Elementary School,nan,Venus Ind School District,TX,2-5,1.0,1,B-,627,17:1,2019-03-18 22:11:28.929136
Frost Elementary School,nan,Frost Ind School District,TX,"PK, K-5",5.0,1,B-,222,12:1,2019-03-18 22:11:28.929142
Jose de Escandon Elementary School,nan,La Joya Ind School District,TX,"PK, K-5",nan,nan,B-,703,17:1,2019-03-18 22:11:28.929149
Dawson School,nan,Dawson Ind School District (Welch),TX,"PK, K-12",3.5,40,B-,176,10:1,2019-03-18 22:11:28.929155
Neff Middle School,nan,Northside Ind School District (San Antonio),TX,6-8,3.5,13,B-,"1,203",16:1,2019-03-18 22:11:28.929162
St Anthony School,nan,Dallas,TX,6-8,nan,nan,B-,99,21:1,2019-03-18 22:11:28.929169
Malakoff High School,nan,Malakoff Ind School District,TX,9-12,4.0,40,B-,354,11:1,2019-03-18 22:11:28.929175
Hobbs Williams Elementary School,nan,Grand Prairie Ind School District,TX,K-5,nan,nan,B-,703,17:1,2019-03-18 22:11:28.929182
Maypearl Intermediate School,nan,Maypearl Ind School District,TX,5-6,nan,nan,B-,172,15:1,2019-03-18 22:11:28.929189
Bane Elementary School,nan,Cypress-Fairbanks Ind School District,TX,"PK, K-5",nan,nan,B-,888,15:1,2019-03-18 22:11:28.929195
Brazos River Charter School,nan,Nemo,TX,K-12,4.5,8,B-,246,14:1,2019-03-18 22:11:28.929202
Nichols Junior High School,nan,Arlington Ind School District,TX,7-8,nan,nan,B-,762,11:1,2019-03-18 22:11:28.929209
Jackie Carden Elementary School,nan,Crowley Ind School District,TX,"PK, K-4",nan,nan,B-,509,14:1,2019-03-18 22:11:28.929215
Greenville Sixth Grade Center,nan,Greenville Ind School District,TX,nan,nan,nan,B-,370,13:1,2019-03-18 22:11:28.929221
Sulphur Bluff School,nan,Sulphur Bluff Ind School District,TX,"PK, K-12",3.5,5,B-,207,10:1,2019-03-18 22:11:28.929228
Lorenzo De Zavala Environmental Science Academy,nan,Grand Prairie Ind School District,TX,"PK, K-5",nan,nan,B-,944,17:1,2019-03-18 22:11:28.929235
Irving High School,nan,Irving Ind School District,TX,9-12,3.5,301,B-,"2,396",14:1,2019-03-18 22:11:28.929242
Ann Richards Middle School,nan,La Joya Ind School District,TX,6-9,nan,nan,B-,884,14:1,2019-03-18 22:11:28.929249
Amos Elementary School,nan,Arlington Ind School District,TX,"PK, K-6",nan,nan,B-,609,15:1,2019-03-18 22:11:28.929255
Jarrell High School,nan,Jarrell Ind School District,TX,9-12,3.0,48,B-,390,12:1,2019-03-18 22:11:28.929262
Aikin Elementary School,nan,Richardson Ind School District,TX,"PK, K-6",nan,nan,B-,750,17:1,2019-03-18 22:11:28.929267
Port Isabel High School,nan,Point Isabel Ind School District,TX,9-12,3.5,78,B-,656,13:1,2019-03-18 22:11:28.929274
Clear Fork Elementary School,nan,Lockhart Ind School District,TX,1-5,nan,nan,B-,575,16:1,2019-03-18 22:11:28.929280
Liberty High School,nan,Liberty Ind School District,TX,9-12,3.0,50,B-,635,14:1,2019-03-18 22:11:28.929287
Stevens High School,nan,Northside Ind School District (San Antonio),TX,9-12,3.5,462,B-,"2,882",17:1,2019-03-18 22:11:28.929294
Margaret B Henderson Elementary School,nan,Dallas Ind School District,TX,"PK, K-5",nan,nan,B-,512,16:1,2019-03-18 22:11:28.929301
IDEA Walzem Academy,nan,San Antonio,TX,K-3,5.0,1,B-,459,23:1,2019-03-18 22:11:28.929308
Perfecto Mancha Elementary School,nan,Eagle Pass Ind School District,TX,1-6,5.0,1,B-,563,18:1,2019-03-18 22:11:28.929314
Gatesville Intermediate School,nan,Gatesville Ind School District,TX,4-6,nan,nan,B-,665,14:1,2019-03-18 22:11:28.929321
Sharon A Richardson Elementary School,nan,Union Hill Ind School District,TX,"PK, K-6",nan,nan,B-,170,14:1,2019-03-18 22:11:28.929328
Skinner Elementary School,nan,Brownsville Ind School District,TX,"PK, K-5",nan,nan,B-,547,17:1,2019-03-18 22:11:28.929335
Two Dimensions Preparatory Academy - Veterans Campus,nan,Houston,TX,"PK, K-5",nan,nan,B-,200,29:1,2019-03-18 22:11:28.929341
Alpine Elementary School,nan,Alpine Ind School District,TX,"PK, K-4",nan,nan,B-,465,15:1,2019-03-18 22:11:28.929348
Hughes Springs Elementary School,nan,Hughes Springs Ind School District,TX,"PK, K-5",nan,nan,B-,645,15:1,2019-03-18 22:11:28.929354
Gholson School,nan,Gholson Ind School District,TX,"PK, K-12",5.0,2,B-,247,13:1,2019-03-18 22:11:28.929361
River Oaks Elementary School,nan,Pflugerville Ind School District,TX,"PK, K-5",4.0,2,B-,548,13:1,2019-03-18 22:11:28.929374
Kissam Intermediate School,nan,Chapel Hill Ind School District (Tyler),TX,"PK, K-5",5.0,1,B-,770,16:1,2019-03-18 22:11:28.929381
Joseph Gilbert Elementary School,nan,Del Valle Ind School District,TX,"PK, K-5",nan,nan,B-,680,14:1,2019-03-18 22:11:28.929388
Gutierrez Middle School,nan,Harlingen Consolidated Ind School District,TX,6-8,nan,nan,B-,803,15:1,2019-03-18 22:11:28.929395
Alton Elementary School,nan,Mission Consolidated Ind School District,TX,"PK, K-5",nan,nan,B-,503,16:1,2019-03-18 22:11:28.929401
Parkland High School,nan,Ysleta Ind School District,TX,9-12,3.5,224,B-,"1,392",16:1,2019-03-18 22:11:28.929408
Mineral Wells High School,nan,Mineral Wells Ind School District,TX,9-12,3.5,92,B-,917,13:1,2019-03-18 22:11:28.929415
New Middle School,nan,Mesquite Ind School District,TX,7-8,nan,nan,B-,849,14:1,2019-03-18 22:11:28.929422
Gatesville Junior High School,nan,Gatesville Ind School District,TX,7-8,nan,nan,B-,447,15:1,2019-03-18 22:11:28.929441
OPTIONS Academic Alternative High School,nan,Texarkana Ind School District,TX,9-12,5.0,1,B-,90,12:1,2019-03-18 22:11:28.929447
Starrett Elementary School,nan,Arlington Ind School District,TX,"PK, K-6",nan,nan,B-,677,18:1,2019-03-18 22:11:28.929454
Tidehaven High School,nan,Tidehaven Ind School District,TX,9-12,3.5,20,B-,248,12:1,2019-03-18 22:11:28.929461
Chancellor Elementary School,nan,Alief Ind School District,TX,"PK, K-5",nan,nan,B-,"1,023",14:1,2019-03-18 22:11:28.929468
Fairview Junior High School,nan,Alvin Ind School District,TX,6-8,4.5,3,B-,718,14:1,2019-03-18 22:11:28.929475
Nocona High School,nan,Nocona Ind School District,TX,9-12,3.5,24,B-,246,9:1,2019-03-18 22:11:28.929482
Junction High School,nan,Junction Ind School District,TX,9-12,3.5,32,B-,207,11:1,2019-03-18 22:11:28.929489
Klein Intermediate School,nan,Klein Ind School District,TX,6-8,4.0,1,B-,"1,104",11:1,2019-03-18 22:11:28.929496
Marble Falls Middle School,nan,Marble Falls Ind School District,TX,6-9,4.5,3,B-,940,16:1,2019-03-18 22:11:28.929503
Winters High School,nan,Winters Ind School District,TX,9-12,3.5,21,B-,147,9:1,2019-03-18 22:11:28.929510
WW Bushman Elementary School,nan,Dallas Ind School District,TX,"PK, K-5",nan,nan,B-,477,14:1,2019-03-18 22:11:28.929517
Atlanta High School,nan,Atlanta Ind School District,TX,9-12,3.5,108,B-,545,13:1,2019-03-18 22:11:28.929523
Richard Lagow Elementary School,nan,Dallas Ind School District,TX,"PK, K-5",nan,nan,B-,528,14:1,2019-03-18 22:11:28.929530
Roberts Elementary School,nan,El Paso Ind School District,TX,"PK, K-5",nan,nan,B-,415,14:1,2019-03-18 22:11:28.929537
Claude High School,nan,Claude Ind School District,TX,6-12,3.5,16,B-,188,9:1,2019-03-18 22:11:28.929543
Underwood Elementary School,nan,Andrews Ind School District,TX,4-5,nan,nan,B-,601,14:1,2019-03-18 22:11:28.929550
Bandera High School,nan,Bandera Ind School District,TX,9-12,3.5,136,B-,673,13:1,2019-03-18 22:11:28.929556
James Bowie Elementary School,nan,Goose Creek Consolidated Ind School District,TX,"PK, K-5",nan,nan,B-,838,15:1,2019-03-18 22:11:28.929563
Park View Intermediate School,nan,Pasadena Ind School District,TX,7-8,3.5,7,B-,623,12:1,2019-03-18 22:11:28.929570
Jourdanton High School,nan,Jourdanton Ind School District,TX,9-12,3.5,31,B-,458,11:1,2019-03-18 22:11:28.929577
Parkland Middle School,nan,Ysleta Ind School District,TX,6-8,nan,nan,B-,"1,187",16:1,2019-03-18 22:11:28.929583
Long Elementary School,nan,Abilene Ind School District,TX,"PK, K-5",nan,nan,B-,380,14:1,2019-03-18 22:11:28.929590
Avalon School,nan,Avalon Ind School District,TX,"PK, K-12",5.0,4,B-,379,14:1,2019-03-18 22:11:28.929596
Alto Elementary School,nan,Alto Ind School District,TX,"PK, K-4",nan,nan,B-,264,12:1,2019-03-18 22:11:28.929618
Goliad High School,nan,Goliad Ind School District,TX,9-12,4.0,35,B-,407,11:1,2019-03-18 22:11:28.929648
Cobb Sixth Grade Campus,nan,Galena Park Ind School District,TX,nan,nan,nan,B-,"1,167",15:1,2019-03-18 22:11:28.929672
Connally Elementary School,nan,Connally Ind School District,TX,4-5,nan,nan,B-,323,14:1,2019-03-18 22:11:28.929678
Leslie A Stemmons Elementary School,nan,Dallas Ind School District,TX,"PK, K-5",nan,nan,B-,758,18:1,2019-03-18 22:11:28.929684
Brazos Elementary School,nan,Brazos Ind School District,TX,"PK, K-5",nan,nan,B-,371,14:1,2019-03-18 22:11:28.929691
Lefors Independent School District,nan,Lefors Ind School District,TX,"PK, K-12",3.5,3,B-,182,11:1,2019-03-18 22:11:28.929697
Breckenridge High School,nan,Breckenridge Ind School District,TX,9-12,3.5,9,B-,380,11:1,2019-03-18 22:11:28.929704
Teague Junior High School,nan,Teague Ind School District,TX,6-8,nan,nan,B-,281,12:1,2019-03-18 22:11:28.929711
Jonesboro Independent School District,nan,Jonesboro Ind School District,TX,"PK, K-12",4.0,20,B-,219,12:1,2019-03-18 22:11:28.929717
Blue Ridge Middle School,nan,Blue Ridge Ind School District,TX,6-8,nan,nan,B-,162,12:1,2019-03-18 22:11:28.929724
